ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF20aavptjf,SN2020hyb,10:16:58.61,+46:30:38.5,977.73,r,18.0459,-17.54,48.505,17.655,30.85,SN II,0.03,54.03765439,0.024
ZTF22abmsaxp,SN2022xjk,02:16:32.50,-11:20:59.4,1889.84,r,16.777,-17.11,76.394,24.978,51.416,SN II,0.01340,-64.53506203,0.095
ZTF20aaurgib,SN2020gpe,16:39:32.31,+66:02:15.8,954.91,g,16.9141,-18.37,25.197,3.144,22.053,SN II,0.02541,37.83694774,0.066
ZTF19aaqdkrm,SN2019dod,13:25:49.97,+34:29:43.5,592.92,g,17.9757,-17.91,30.295,6.491,23.804,SN II,0.03422,79.57748181,0.032
ZTF21abfxhrn,SN2021qar,23:32:53.57,+13:21:29.3,1490.77,r,17.3872,-19.00,7.327,1.656,5.671,SN II,0.041,-45.251361,0.162
ZTF19aatgxjy,SN2019ekj,16:17:30.72,+50:42:58.5,608.82,g,17.1867,-19.08,15.754,4.932,10.822,SN II,0.04,44.71579122,0.063
ZTF22abtomri,SN2022aber,10:21:25.29,+67:32:03.6,1914.93,r,18.746,-17.50,46.633,11.477,35.156,SN II,0.04,43.72334715,0.069
ZTF20abupxie,SN2020rth,03:28:27.25,-05:15:16.3,1091.01,r,17.1273,-17.48,36.732,16.288,20.444,SN II,0.0184,-46.72094325,0.129
ZTF22abvcdmu,SN2022aayf,23:25:24.08,-20:44:12.8,1909.69,g,18.3706,-18.04,32.731,6.915,25.816,SN II,0.0424,-69.36101533,0.077
ZTF21ablwehd,SN2021tcv,02:11:34.00,+43:58:47.1,1412.92,r,18.2916,-16.25,19.978,14.964,5.014,SN II,0.017,-16.5611206,0.261
ZTF20acgnenc,SN2020uwl,01:29:26.60,-15:24:45.4,1134.79,g,17.7663,-20.34,24.162,9.069,15.093,SN II,0.093,-75.32929494,0.043
ZTF20abekcdt,SN2020mks,15:45:49.20,+19:41:04.5,1017.8,g,18.9433,-17.89,29.965,5.219,24.746,SN II,0.049,49.50647034,0.164
ZTF20aacgrql,SN2019xua,05:00:58.54,-20:20:57.9,852.68,r,18.5636,-17.20,74.252,21.619,52.633,SN II,0.03151,-33.04932872,0.105
ZTF21aagtekf,SN2021bql,15:08:34.46,+60:52:00.5,1263.97,r,18.9568,-18.62,46.408,19.491,26.917,SN II,0.07391,49.13923795,0.035
ZTF19aaydpiq,SN2019hhc,11:21:04.02,+31:14:57.9,648.68,g,16.8114,-18.29,17.151,4.157,12.994,SN II,0.02373,69.88844211,0.043
ZTF21acfajbc,SN2021aalq,09:50:40.54,+47:57:52.4,1496.95,r,16.9821,-18.20,31.757,5.7,26.057,SN II,0.025,49.34571227,0.021
ZTF21acioxcf,SN2021abyl,07:03:26.16,+12:49:08.9,1522.84,r,18.2993,-17.24,33.36,12.911,20.449,SN II,0.02722,8.42892503,0.219
ZTF23aaxchnm,SN2023pfz,02:25:05.89,+22:13:22.3,2287.65,r,18.422,-17.72,105.783,53.25,52.533,SN II,0.03376,-35.70226436,0.389
ZTF21abmwzxt,SN2021tsz,23:37:58.39,-00:26:29.4,1428.96,r,17.4048,-18.87,26.604,13.776,12.828,SN II,0.04,-58.0101068,0.094
ZTF20acviwgj,SN2020absz,06:31:46.74,-17:37:09.7,1269.8,r,18.3215,-16.95,106.16,79.064,27.096,SN II,0.0213,-12.16302963,0.553
ZTF18abbpxik,SN2018cqp,15:22:50.32,+08:04:49.1,298.77,r,18.4529,-17.36,71.326,12.6,58.726,SN II,0.03236,49.45251705,0.1
ZTF21aaqmoof,SN2021gvv,17:04:35.99,+14:04:49.3,1319.89,r,18.9329,-17.41,77.439,22.475,54.964,SN II,0.038,29.9296285,0.313
ZTF19abgpgyp,SN2019lkw,17:05:09.10,+33:26:33.2,694.73,g,17.7227,-19.78,49.937,9.961,39.976,SN II,0.07,35.69637142,0.063
ZTF21abouuat,SN2021ucg,22:47:37.67,+39:52:59.4,1438.85,r,17.0771,-17.53,98.648,16.698,81.95,SN II,0.01718,-17.0550787,0.31
ZTF18aaqkdwu,SN2019eoe,13:19:02.10,+45:01:34.6,612.76,g,18.6398,-18.54,21.099,5.137,15.962,SN II,0.06037,71.27149931,0.067
ZTF19acxmnlb,SN2019vsq,06:58:35.19,+45:12:31.7,827.78,r,17.9412,-16.91,90.549,7.485,83.064,SN II,0.01952,20.0694277,0.275
ZTF21aapxogj,SN2021ghj,08:23:48.44,+38:23:23.3,1302.66,g,18.5542,-18.65,26.504,9.434,17.07,SN II,0.06021,33.83271915,0.097
ZTF19aarykkb,SN2019dzk,17:13:21.95,-09:57:52.1,617.84,r,18.3516,-18.01,74.29,20.386,53.904,SN II,0.024,16.55017886,1.538
ZTF19acfejbj,SN2019sox,21:31:24.72,+02:29:39.0,791.62,r,16.3,-17.19,19.62,11.49,8.13,SN II,0.01091,-33.47745642,0.157
ZTF18abeajml,SN2018dfc,16:48:07.76,+24:18:14.7,314.75,g,17.8776,-18.40,30.615,8.635,21.98,SN II,0.03651,37.10867277,0.233
ZTF20aaxunbm,SN2020iyi,10:11:03.59,+54:22:10.5,974.68,g,18.3967,-18.51,21.745,3.79,17.955,SN II,0.05465,50.10658684,0.022
ZTF19abjioie,SN2019mge,17:16:48.74,+39:08:53.0,700.76,g,18.9818,-19.07,20.798,6.039,14.759,SN II,0.087,34.38981806,0.126
ZTF19abbnamr,SN2019iex,23:51:03.63,+20:08:43.7,668.87,r,16.7948,-17.26,46.515,8.448,38.067,SN II,0.0139,-40.51657902,0.203
ZTF19aanovps,SN2019cpo,15:48:06.06,+66:54:09.0,584.87,r,18.5628,-17.44,67.62,24.544,43.076,SN II,0.035,42.05792171,0.12
ZTF18aaxnqjb,SN2018cdg,13:49:22.14,+21:04:14.7,283.71,r,18.7515,-18.16,49.431,17.086,32.345,SN II,0.054,75.47220198,0.069
ZTF20aatwisu,SN2020esx,08:18:45.02,+52:49:45.5,939.65,r,17.6959,-18.22,30.705,10.483,20.222,SN II,0.0338,34.28334247,0.115
ZTF20aazycgy,SN2020kef,12:35:01.39,+25:46:46.3,997.7,g,17.4973,-18.08,21.536,9.534,12.002,SN II,0.0295,86.08652361,0.041
ZTF19abudlps,SN2019ovr,07:28:50.26,+35:32:51.2,739.97,r,18.034,-15.84,73.054,15.976,57.078,SN II,0.01305,22.50378496,0.149
ZTF21achltea,SN2021aazm,00:24:54.86,+45:10:06.2,1505.74,r,18.9936,-17.34,32.498,6.444,26.054,SN II,0.04,-17.45093899,0.168
ZTF21acipvuz,SN2021acib,08:20:49.36,+00:40:29.9,1510.0,g,18.8761,-17.94,26.517,4.032,22.485,SN II,0.05,20.10392287,0.11
ZTF21aaukcog,SN2021jaj,15:47:49.50,+71:36:09.5,1334.87,r,18.0969,-18.17,34.139,10.096,24.043,SN II,0.04,39.37571522,0.086
ZTF21aaxlhyl,SN2021kdm,22:00:13.17,+09:43:19.9,1342.97,g,18.1819,-18.40,51.489,22.571,28.918,SN II,0.043,-34.51214049,0.189
ZTF23abtycgb,SN2023zzk,03:38:52.78,+40:59:19.0,2307.69,r,18.5284,-16.73,21.262,9.799,11.463,SN II,0.02012,-11.61015258,0.681
ZTF18abiiqdl,SN2018ejc,14:11:45.22,+71:45:09.8,334.68,g,18.0448,-17.57,58.79,8.836,49.954,SN II,0.03,44.010512,0.047
ZTF21abcjpnm,SN2021njo,16:07:06.98,+47:26:37.0,1489.66,r,17.1725,-18.94,29.399,9.974,19.425,SN II,0.03797,47.00493964,0.045
ZTF19aavbjfp,SN2019fkl,12:27:00.88,+62:09:49.8,622.67,g,18.2539,-17.21,32.302,3.885,28.417,SN II,0.028,54.72990545,0.045
ZTF18abmdpwe,SN2018evy,18:22:38.17,+15:41:47.6,363.71,r,17.1836,-17.71,44.332,23.34,20.992,SN II,0.018,13.34159643,0.54
ZTF23aahqvtz,SN2023gss,14:04:23.54,-27:08:58.1,2072.86,g,17.8459,-17.12,50.736,13.045,37.691,SN II,0.02054,32.96119337,0.188
ZTF22aboloxt,SN2022yjl,22:17:58.31,+10:59:43.1,1877.75,g,17.1456,-20.79,19.994,3.081,16.913,SN II,0.08,-36.72827958,0.184
ZTF23aakcbfv,SN2023iwz,19:52:18.46,+42:53:12.1,2089.95,r,17.6171,-16.19,27.525,6.793,20.732,SN II,0.01,7.99916189,0.773
ZTF20aafclxb,SN2020vg,11:48:54.43,-04:40:53.8,874.01,r,16.8504,-16.07,43.885,13.277,30.608,SN II,0.0087,54.78454068,0.067
ZTF21abhqhqb,AT2021qmz,13:07:47.93,+42:05:48.6,1391.71,g,18.2674,-18.54,30.479,6.462,24.017,SN II,0.05173,74.66285078,0.038
ZTF19abuzinv,SN2019pkh,02:19:27.42,+34:04:55.1,798.74,r,18.381,-16.47,118.207,69.181,49.026,SN II,0.02,-25.33422026,0.214
ZTF20acfkyll,SN2020ult,07:07:32.45,+48:54:00.7,1143.97,r,17.6406,-17.30,54.849,22.796,32.053,SN II,0.02072,22.62439486,0.228
ZTF21aazybsh,SN2021lqt,14:24:21.19,+55:44:31.7,1349.74,g,18.5585,-17.83,30.264,7.417,22.847,SN II,0.04294,56.85157686,0.036
ZTF20aceyolc,SN2020uhf,02:56:24.67,+38:11:13.7,1120.79,g,18.8322,-18.36,14.879,1.613,13.266,SN II,0.0555,-18.43147812,0.228
ZTF19aailvhf,SN2019arl,14:47:02.07,+11:39:16.0,543.96,r,18.8449,-16.72,71.318,34.38,36.938,SN II,0.029,58.78277084,0.089
ZTF20achaxsk,SN2020vdk,00:54:18.66,-14:41:23.6,1134.77,g,18.6763,-18.96,29.587,6.414,23.173,SN II,0.074,-77.54363454,0.077
ZTF21aaqugxm,SN2021hdt,11:34:45.73,+42:57:55.3,1311.68,r,16.624,-17.98,32.645,8.586,24.059,SN II,0.01882,67.80947082,0.066
ZTF18abesqnb,SN2018dyh,14:59:12.35,+71:22:32.9,320.7,g,18.5821,-18.91,24.646,10.671,13.975,SN II,0.07,42.32204666,0.058
ZTF20abcgkom,SN2020lfi,21:01:28.98,-00:17:07.3,1013.86,r,18.7222,-18.35,37.066,13.139,23.927,SN II,0.055,-28.72469869,0.218
ZTF21aamwvhr,SN2021dqw,16:06:38.93,+16:14:07.1,1291.88,r,18.7997,-17.48,36.337,20.301,16.036,SN II,0.04,43.65407516,0.109
ZTF23abgyyvj,SN2023tqv,04:03:03.76,+07:18:36.4,2234.91,r,17.4863,-17.70,39.359,20.696,18.663,SN II,0.02,-32.25789496,0.605
ZTF19acbrzzr,SN2019rom,23:57:04.95,-07:21:37.0,797.61,r,18.4789,-17.18,104.77,40.904,63.866,SN II,0.03,-66.39977009,0.112
ZTF18abvmlow,SN2018lcd,01:51:10.65,-03:29:24.9,487.65,g,16.4338,-16.05,57.515,4.538,52.977,SN II,0.007,-62.38572354,0.079
ZTF19aanrrqu,SN2019clp,12:13:39.83,+16:07:24.4,580.85,r,17.1262,-18.01,26.268,9.343,16.925,SN II,0.02377,75.93581778,0.103
ZTF21acgpjbx,SN2021aaqn,02:37:58.18,-01:49:53.2,1505.86,r,18.1913,-17.31,36.648,11.715,24.933,SN II,0.028,-54.06893767,0.11
ZTF19abwsagv,SN2019pnl,04:18:50.67,-08:56:15.4,747.96,r,18.1397,-18.12,48.24,14.502,33.738,SN II,0.038,-37.8729153,0.208
ZTF20acwgxhk,SN2020acbm,02:40:17.79,+02:25:37.4,1202.73,g,17.1607,-17.73,26.95,7.427,19.523,SN II,0.021,-50.48384292,0.091
ZTF20aauvjws,SN2020ghv,14:23:46.58,+09:14:04.5,954.96,r,17.9808,-17.64,35.379,4.544,30.835,SN II,0.0299,61.798065,0.074
ZTF19adavzew,SN2019xfa,12:00:10.92,+11:59:22.2,847.04,g,18.4,-17.88,34.496,13.602,20.894,SN II,0.04,70.66772897,0.068
ZTF19abvdbyx,SN2019pfd,21:08:40.45,-02:50:16.6,744.86,r,18.4229,-17.73,50.895,17.897,32.998,SN II,0.03707,-31.57454966,0.146
ZTF23aadndfn,SN2023dot,09:33:43.72,-13:19:30.9,2036.73,r,18.2404,-18.79,28.218,13.825,14.393,SN II,0.055,27.26967706,0.165
ZTF20aazrxef,SN2020kay,11:56:11.31,+60:31:39.9,992.7,g,17.9227,-17.92,35.081,8.021,27.06,SN II,0.033,55.30479231,0.055
ZTF19abgrmfu,SN2019lnl,17:02:06.39,+32:59:51.9,694.73,g,17.5292,-18.45,20.836,7.727,13.109,SN II,0.035,36.23234296,0.069
ZTF18abffyqp,SN2018dfi,16:50:50.08,+45:23:52.4,308.72,g,18.1386,-17.59,7.182,1.117,6.065,SN II,0.03130,39.68391077,0.06
ZTF20aascvvo,SN2020dvt,15:37:48.51,+38:08:47.2,915.0,g,16.8831,-17.07,25.807,3.83,21.977,SN II,0.014,53.62058922,0.041
ZTF21aaqjmps,SN2021gvm,13:30:01.22,+13:24:40.2,1315.84,r,17.2308,-17.96,33.444,18.617,14.827,SN II,0.0246,73.58487046,0.067
ZTF19aapafit,SN2019cvz,16:30:54.08,+46:35:18.4,605.89,r,17.6661,-16.88,106.063,27.255,78.808,SN II,0.01860,43.09685464,0.036
ZTF19aavqics,SN2019gxo,11:28:58.41,+22:05:22.4,646.71,r,16.8074,-18.08,21.504,11.975,9.529,SN II,0.0215,70.61769286,0.06
ZTF19abrlvij,SN2019omp,17:20:34.31,+51:37:57.9,730.76,r,18.9276,-17.58,30.901,10.989,19.912,SN II,0.045,34.80904577,0.072
ZTF19abxnycf,SN2019pnk,03:15:25.89,-19:21:34.6,750.96,r,17.8298,-19.60,47.055,16.13,30.925,SN II,0.06807,-56.14746109,0.076
ZTF18aadsuxd,SN2020yui,08:38:08.15,+31:40:04.5,1168.99,g,16.9233,-18.85,24.857,7.911,16.946,SN II,0.03057,35.41088871,0.14
ZTF22aadnqsf,SN2022frq,13:27:56.89,-13:24:59.2,1683.87,r,17.9466,-17.14,62.77,11.992,50.778,SN II,0.02257,48.49834891,0.176
ZTF19aadypig,SN2019aah,15:01:30.71,+04:52:41.8,513.06,g,17.334,-18.36,34.368,5.608,28.76,SN II,0.03,51.86076718,0.108
ZTF20actnuls,SN2020aawo,10:38:05.92,+39:10:33.4,1185.97,r,18.4775,-17.18,34.739,9.742,24.997,SN II,0.03037,59.82149972,0.077
ZTF18acszayr,SN2018jkb,02:21:09.79,-04:04:23.7,469.67,g,17.0066,-17.85,34.098,9.735,24.363,SN II,0.021,-58.53511995,0.056
ZTF20acgided,SN2020uqx,21:47:18.47,+32:05:44.8,1127.73,g,17.1552,-17.70,50.444,2.603,47.841,SN II,0.017,-16.32921169,0.438
ZTF20aahqbsr,SN2020aqy,15:01:54.66,+25:57:59.0,891.0,r,18.5346,-16.44,72.707,21.731,50.976,SN II,0.02205,60.87928829,0.102
ZTF20acnzkxb,SN2020ykd,10:00:09.47,+38:27:25.3,1168.95,r,18.1255,-17.24,22.46,14.893,7.567,SN II,0.02690,52.63447478,0.048
ZTF18acakwsu,SN2018hdy,04:33:54.41,+00:02:27.8,397.96,g,18.6247,-17.77,31.951,7.013,24.938,SN II,0.04,-30.1501501,0.168
ZTF21acgyywa,SN2021aban,01:16:44.85,-21:16:52.9,1503.82,g,18.5394,-18.41,30.093,10.535,19.558,SN II,0.055,-81.78782009,0.046
ZTF22aaxgujq,SN2022pux,21:21:07.84,+23:04:58.5,1797.86,r,16.9654,-17.48,34.43,8.489,25.941,SN II,0.01570,-18.58836582,0.352
ZTF18abjndhh,SN2018ecj,11:32:43.02,+62:25:57.9,324.67,r,17.9822,-15.80,102.447,3.082,99.365,SN II,0.01312,52.37603746,0.033
ZTF19acignlo,SN2019tjt,00:17:03.67,+31:34:21.0,788.66,g,17.9454,-18.87,28.021,5.008,23.013,SN II,0.0476,-30.72991005,0.201
ZTF19aapfnym,SN2019dhz,13:32:40.01,-20:36:19.4,581.82,g,18.5667,-17.53,69.557,10.43,59.127,SN II,0.034,41.23392271,0.214
ZTF19aazyvub,SN2019hnl,23:43:10.25,-02:56:58.6,660.96,g,17.9823,-17.10,45.275,10.333,34.942,SN II,0.02287,-60.82468054,0.094
ZTF22abfavpu,SN2022tmb,03:20:33.60,+37:29:54.8,1843.91,r,18.3821,-16.85,44.155,17.239,26.916,SN II,0.0174,-16.51355101,1.036
ZTF19abzrdup,SN2019qij,08:21:37.44,+40:51:48.4,760.01,r,18.7009,-19.77,52.308,14.567,37.741,SN II,0.1066,33.80794287,0.135
ZTF20acpbboa,SN2020ywo,11:53:57.76,+22:39:45.2,1204.0,r,17.2638,-19.38,91.449,40.525,50.924,SN II,0.0475,76.23349883,0.083
ZTF22abnejmu,SN2022ycs,07:50:56.42,+18:37:35.5,1887.96,r,17.3042,-15.97,23.837,11.885,11.952,SN II,0.01,21.23247966,0.124
ZTF18acrtwlx,SN2018hhr,02:55:48.93,+01:04:42.5,450.84,r,18.6032,-15.90,48.361,6.605,41.756,SN II,0.0168,-48.88526599,0.252
ZTF20aabqiav,SN2020ba,15:01:34.89,+23:14:39.7,862.0,g,17.9554,-18.87,32.964,16.466,16.498,SN II,0.05,60.38456436,0.121
ZTF19abzqwpr,SN2019qqw,02:21:57.66,+28:28:11.6,763.87,r,18.1354,-18.12,25.652,18.089,7.563,SN II,0.037,-30.31495641,0.276
ZTF19abqrhvt,SN2019nyk,00:15:15.20,-08:11:21.8,718.91,g,16.7616,-18.15,29.514,4.554,24.96,SN II,0.02104,-69.213373,0.104
ZTF20aakzbfh,SN2020beu,16:39:04.75,+08:21:30.8,1000.83,r,17.6796,-18.71,18.108,9.182,8.926,SN II,0.041,33.16232688,0.169
ZTF19abfloxk,SN2019leu,19:05:16.37,+27:00:25.5,680.78,r,18.022,-16.68,28.639,4.215,24.424,SN II,0.016,9.16204152,0.612
ZTF19aazfvhh,SN2019hpv,22:38:44.65,+37:36:03.4,652.94,r,18.9057,-17.28,38.274,5.176,33.098,SN II,0.03403,-18.17817414,0.417
ZTF19aczlldp,SN2019wzx,02:31:07.75,+04:18:40.6,846.63,r,17.5251,-17.95,34.624,10.016,24.608,SN II,0.0275,-50.40292167,0.119
ZTF18aauxzle,SN2018bxl,14:22:35.85,+74:50:22.3,262.81,r,18.0611,-18.24,42.476,9.001,33.475,SN II,0.04,40.89677991,0.127
ZTF20aacewxb,SN2020cw,04:52:20.60,-18:49:09.3,861.72,r,18.4275,-17.25,39.272,22.302,16.97,SN II,0.03,-34.43096454,0.142
ZTF19aatlqdf,SN2019eju,14:14:05.27,+13:55:12.1,616.73,g,18.616,-19.14,49.709,11.696,38.013,SN II,0.0785,66.63237663,0.067
ZTF19abbxykm,SN2019jzy,22:50:04.96,+21:02:03.5,690.96,g,17.8816,-18.91,57.786,19.092,38.694,SN II,0.047,-33.5909081,0.201
ZTF20aabconi,SN2019yyf,02:42:58.74,-00:56:59.5,862.7,r,18.4247,-18.00,28.029,15.08,12.949,SN II,0.043,-52.57020062,0.089
ZTF20acwlsro,SN2020acdz,06:13:19.61,-26:47:24.8,1200.8,g,18.5149,-19.14,24.622,8.534,16.088,SN II,0.074,-19.69574004,0.089
ZTF19abormur,SN2019nap,15:26:49.57,+35:57:11.3,711.78,r,18.9862,-18.00,45.892,8.052,37.84,SN II,0.0564,55.97748287,0.051
ZTF20aaophpu,SN2020cvy,08:00:49.27,+27:29:54.8,900.69,r,18.4069,-16.01,64.055,2.81,61.245,SN II,0.017,26.48114866,0.112
ZTF20actkmks,SN2020aaun,10:10:01.02,+11:54:58.1,1203.98,r,18.1254,-17.40,73.025,28.098,44.927,SN II,0.02815,49.26604294,0.119
ZTF18acvwdkk,SN2018kta,12:51:37.15,+12:34:24.1,526.98,r,18.8899,-16.16,95.782,60.949,34.833,SN II,0.023,75.44501582,0.083
ZTF19aaniore,SN2019ceg,16:27:51.64,+62:41:32.5,586.85,r,18.4843,-17.15,71.112,18.501,52.611,SN II,0.03,40.13210061,0.088
ZTF21abfiuqf,SN2021pla,16:05:38.19,+69:35:41.2,1384.83,r,18.337,-16.77,26.055,9.445,16.61,SN II,0.02364,39.25580181,0.081
ZTF19abiietd,SN2019ltw,16:18:38.53,+21:58:22.8,712.74,r,14.8951,-19.46,29.986,18.044,11.942,SN II,0.016,42.9219011,0.195
ZTF21acgrlmz,SN2021aawh,04:22:09.90,+35:39:58.0,1504.97,r,18.004,-17.61,25.684,6.837,18.847,SN II,0.015,-9.9317604,1.879
ZTF19aaqxosb,SN2019dok,13:46:51.76,+16:16:53.7,597.85,r,18.0449,-16.62,37.959,8.151,29.808,SN II,0.01931,73.19096216,0.072
ZTF20aahqbun,SN2020alg,14:27:10.54,+35:55:20.2,876.03,r,18.3328,-17.11,31.621,8.747,22.874,SN II,0.028,67.8606711,0.036
ZTF21abvcxid,SN2021xat,02:53:03.00,+42:51:07.0,1479.91,r,18.8097,-17.07,51.473,27.392,24.081,SN II,0.0315,-14.63262768,0.251
ZTF19aavjlkx,SN2019gbm,15:57:42.25,+27:00:11.3,632.84,g,18.7858,-19.17,30.415,8.247,22.168,SN II,0.08344,48.78188403,0.116
ZTF20accrldu,SN2020uao,01:08:47.61,+27:02:42.0,1122.78,g,18.715,-17.59,29.386,7.347,22.039,SN II,0.038,-35.66625216,0.188
ZTF22aajhyin,SN2022jnq,13:04:29.88,+03:40:19.9,1714.71,r,18.3989,-17.22,39.581,6.026,33.555,SN II,0.03,66.33724632,0.063
ZTF19acblhxc,SN2019rho,02:12:49.18,-06:42:05.9,765.92,r,17.2281,-17.15,26.222,10.273,15.949,SN II,0.01696,-61.88168094,0.067
ZTF20aaynrrh,SN2020jfo,12:21:50.47,+04:28:54.1,981.7,g,14.4392,-17.30,34.203,5.248,28.955,SN II,0.00502,66.27811339,0.061
ZTF20aaieyuw,SN2020agu,11:58:31.59,-20:41:53.7,892.81,r,17.2762,-18.00,79.107,24.603,54.504,SN II,0.025,40.48796806,0.129
ZTF19aatqzim,SN2019eoh,13:03:49.35,+38:17:20.9,612.76,g,18.5177,-18.22,26.718,4.163,22.555,SN II,0.05007,78.54131183,0.045
ZTF19aauxxgk,SN2019ffn,19:47:41.90,+74:59:54.0,628.95,g,17.5287,-18.11,30.238,9.299,20.939,SN II,0.026,22.61020668,0.325
ZTF19aawfkeg,SN2019ght,20:19:39.48,-10:12:38.6,650.98,g,18.5392,-18.37,30.063,18.574,11.489,SN II,0.047,-24.18755492,0.298
ZTF18acgvgiq,SN2018fru,13:36:03.78,+66:18:04.4,433.05,r,16.6542,-16.63,26.686,0.885,25.801,SN II,0.01026,50.21801585,0.079
ZTF20acaiztt,SN2020ttu,02:47:12.11,+41:24:35.6,1123.92,g,18.9293,-18.03,32.25,13.735,18.515,SN II,0.05,-16.4108315,0.232
ZTF20actawpa,SN2020aasd,09:23:15.01,+33:34:00.8,1182.04,g,16.8271,-18.39,25.373,4.212,21.161,SN II,0.025,45.08856174,0.046
ZTF21aafkktu,SN2021avg,11:39:58.99,+14:31:40.6,1234.95,g,18.3987,-17.37,36.976,2.997,33.979,SN II,0.031,69.1282649,0.108
ZTF19aathllr,SN2019eji,17:14:26.02,+19:48:39.4,616.9,r,18.3942,-18.61,32.346,10.406,21.94,SN II,0.055,29.89794912,0.134
ZTF21aagqbvp,SN2021bmk,11:31:13.03,+62:19:18.3,1262.87,r,18.0136,-17.75,20.208,13.151,7.057,SN II,0.03243,52.38626574,0.031
ZTF19abpxiff,SN2019nxs,02:22:34.61,-19:11:34.2,715.94,r,18.784,-18.19,22.637,6.084,16.553,SN II,0.055,-67.64355937,0.099
ZTF19abbwfgp,SN2019ikb,17:13:17.71,+43:47:03.5,672.82,g,17.163,-18.14,37.19,9.265,27.925,SN II,0.02592,35.61486739,0.047
ZTF21aazqkeq,SN2021lmt,15:41:45.03,-03:54:37.0,1345.84,r,18.0269,-17.92,23.198,4.411,18.787,SN II,0.0283,38.51551931,0.609
ZTF19aapfohi,SN2019cwb,14:24:11.19,-13:42:24.3,586.81,r,18.6685,-17.59,99.417,16.092,83.325,SN II,0.0374,43.3735746,0.254
ZTF20acfvgdp,SN2020upe,02:45:55.39,-12:45:31.2,1180.75,r,18.4778,-16.83,100.545,61.592,38.953,SN II,0.026,-59.61526085,0.075
ZTF19abukakm,SN2019oxi,03:26:48.18,-14:28:59.6,747.96,r,18.5306,-18.59,61.541,28.104,33.437,SN II,0.05665,-51.74017367,0.2
ZTF20acxtdcm,SN2020acug,12:14:14.14,+09:47:46.1,1217.91,r,18.926,-17.57,49.751,18.664,31.087,SN II,0.045,70.5727662,0.051
ZTF20acjbhhp,SN2020wol,01:59:26.72,+30:43:36.3,1156.96,r,18.0203,-18.79,38.199,18.422,19.777,SN II,0.05047,-29.90915538,0.129
ZTF21aafkwtk,SN2021apg,13:41:19.24,+24:29:43.9,1249.91,r,18.3594,-16.99,56.997,18.906,38.091,SN II,0.02689,78.47470687,0.031
ZTF21abcmzvk,SN2021nli,14:02:12.66,-18:45:16.1,1363.8,g,18.1477,-17.72,26.606,2.006,24.6,SN II,0.03006,41.01560761,0.252
ZTF23abhailb,SN2023ujs,05:34:31.26,-13:49:05.7,2228.94,g,18.6621,-18.67,65.911,12.844,53.067,SN II,0.055,-23.17503802,0.367
ZTF20acedqis,SN2020ufx,21:30:36.64,+24:40:25.5,1121.79,g,18.2198,-18.96,22.384,3.219,19.165,SN II,0.05,-19.10193674,0.414
ZTF18abcptmt,SN2018cug,17:49:19.17,+49:24:44.6,302.83,r,18.6301,-18.14,28.693,9.89,18.803,SN II,0.05,30.08675905,0.109
ZTF19acbmxky,SN2019rnp,08:10:01.64,+29:01:52.0,759.97,g,18.3206,-18.42,24.58,6.936,17.644,SN II,0.048,28.87670557,0.119
ZTF19abqhobb,SN2019nvm,17:25:38.66,+59:26:48.2,724.79,r,17.1205,-17.41,43.988,10.085,33.903,SN II,0.01815,33.92505382,0.082
ZTF21aceqmyz,SN2021aabm,03:43:57.98,+03:01:54.1,1498.87,r,18.6708,-18.02,33.544,11.477,22.067,SN II,0.04,-38.64322704,0.6
ZTF18abvzdvj,SN2018gjv,01:08:10.22,+00:11:42.6,397.79,r,18.1192,-18.68,33.778,19.132,14.646,SN II,0.051,-62.38202636,0.081
ZTF21aavhnpk,SN2021jsf,20:50:21.44,+01:08:29.5,1329.95,r,18.3233,-17.37,51.527,24.394,27.133,SN II,0.0285,-25.60607152,0.295
ZTF19acgbkzr,SN2019szo,00:19:56.64,+15:05:36.1,797.61,r,18.5657,-16.75,27.314,20.907,6.407,SN II,0.02551,-47.09212828,0.132
ZTF21acchbmn,SN2021zaa,23:46:41.12,+26:44:45.1,1480.84,g,18.0604,-17.86,36.23,7.449,28.781,SN II,0.0315,-33.9208947,0.206
ZTF20aawrmcm,SN2020afhf,11:47:00.66,-06:07:40.5,2341.9,r,17.5177,-17.86,30.253,15.165,15.088,SN II,0.0267,53.27276135,0.079
ZTF19abguqsi,SN2019lsh,22:52:58.52,+00:26:50.6,690.95,g,18.755,-18.31,23.659,7.003,16.656,SN II,0.05211,-50.36599023,0.243
ZTF21abviabc,SN2021wyn,00:41:12.06,-14:42:02.5,1464.9,r,18.0104,-18.87,53.5,15.536,37.964,SN II,0.05346,-77.34585799,0.064
ZTF21abvcxel,SN2021wvw,03:14:47.39,+40:15:47.7,1453.98,r,17.5836,-16.21,53.868,2.914,50.954,SN II,0.0099,-14.82417194,0.781
ZTF20aauqlwv,SN2020fca,15:32:15.90,-20:05:09.1,944.9,r,17.8995,-17.64,48.246,9.402,38.844,SN II,0.026,28.80065914,0.35
ZTF23aajhosl,SN2023hwf,11:31:28.48,+08:40:41.1,2088.78,g,16.4106,-18.72,36.566,9.644,26.922,SN II,0.023,63.58418501,0.121
